user_mood,physical_focus,fitness_level,target_avg_hr,duration_minutes,recommended_sequence
Lethargic,Core,Beginner,104,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Anxious,Lower Body,Advanced,146,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Core,Advanced,147,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Core,Advanced,148,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Active Recovery,Advanced,150,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Lower Body,Advanced,150,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Upper Body,Advanced,150,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Active Recovery,Advanced,151,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Lower Body,Advanced,152,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Active Recovery,Intermediate,153,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Active Recovery,Advanced,153,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Core,Advanced,154,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Active Recovery,Advanced,154,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Active Recovery,Advanced,155,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Flexibility,Intermediate,156,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Active Recovery,Intermediate,158,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Active Recovery,Advanced,170,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Core,Beginner,117,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Sore,Core,Intermediate,123,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Focused,Core,Beginner,125,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Happy,Core,Intermediate,132,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Sore,Core,Advanced,132,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Focused,Core,Intermediate,134,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Energetic,Core,Beginner,142,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Angry,Core,Beginner,143,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Happy,Core,Advanced,148,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Energetic,Core,Intermediate,154,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Focused,Core,Advanced,154,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Energetic,Core,Intermediate,156,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Energetic,Core,Intermediate,160,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Energetic,Core,Advanced,169,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Energetic,Core,Advanced,170,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Lethargic,Lower Body,Beginner,110,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Full Body Cardio,Intermediate,115,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Upper Body,Intermediate,117,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Core,Intermediate,120,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Full Body Cardio,Intermediate,121,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Lower Body,Intermediate,123,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Lower Body,Intermediate,124,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Upper Body,Advanced,132,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Upper Body,Advanced,138,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Focused,Lower Body,Beginner,116,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Focused,Lower Body,Beginner,120,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Sore,Lower Body,Advanced,132,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Happy,Lower Body,Intermediate,132,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Sore,Lower Body,Advanced,132,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Lower Body,Beginner,136,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Lower Body,Beginner,139,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Focused,Lower Body,Intermediate,140,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Lower Body,Beginner,145,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Lower Body,Intermediate,152,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Lower Body,Intermediate,155,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Lower Body,Intermediate,158,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Lower Body,Advanced,170,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Lower Body,Advanced,173,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Upper Body,Beginner,136,50,10m Jump Rope (Basic Bounce - Alternating Feet - Double Unders) | 30m Heavy Bag/Shadow Boxing (Jab-Cross combos - Bob & Weave - Hooks/Uppercuts) | 10m Core & Cooldown (Plank - Russian Twists - Shoulder Stretch)
Energetic,Upper Body,Intermediate,150,50,10m Jump Rope (Basic Bounce - Alternating Feet - Double Unders) | 30m Heavy Bag/Shadow Boxing (Jab-Cross combos - Bob & Weave - Hooks/Uppercuts) | 10m Core & Cooldown (Plank - Russian Twists - Shoulder Stretch)
Energetic,Upper Body,Intermediate,150,50,10m Jump Rope (Basic Bounce - Alternating Feet - Double Unders) | 30m Heavy Bag/Shadow Boxing (Jab-Cross combos - Bob & Weave - Hooks/Uppercuts) | 10m Core & Cooldown (Plank - Russian Twists - Shoulder Stretch)
Happy,Full Body Cardio,Beginner,117,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Focused,Full Body Cardio,Beginner,121,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Happy,Full Body Cardio,Beginner,123,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Focused,Full Body Cardio,Beginner,123,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Focused,Full Body Cardio,Intermediate,134,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Focused,Full Body Cardio,Advanced,145,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Angry,Full Body Cardio,Intermediate,151,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Energetic,Full Body Cardio,Intermediate,155,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Energetic,Full Body Cardio,Intermediate,156,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Energetic,Full Body Cardio,Advanced,173,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Upper Body,Beginner,106,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Happy,Upper Body,Beginner,123,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Focused,Upper Body,Intermediate,135,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Focused,Upper Body,Intermediate,140,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Focused,Upper Body,Advanced,147,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Lethargic,Flexibility,Beginner,100,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Active Recovery,Beginner,103,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Beginner,106,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Beginner,107,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Active Recovery,Beginner,109,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Core,Beginner,115,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Lower Body,Beginner,116,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Flexibility,Beginner,116,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Upper Body,Beginner,117,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Intermediate,117,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Core,Beginner,118,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
